step,levelId,codeST,secondarySentries,maxJump,jumpToNext
173,7715,06260967,7,48,48
174,7763,07973198,7,51,50
175,7813,38637066,7,51,51
176,7864,33286368,7,51,48
177,7912,48574556,6,51,48
178,7960,83879478,6,51,48
179,8008,77553371,5,51,48
180,8056,88496578,7,51,46
181,8102,36574530,7,51,51
182,8153,87862779,7,51,49
183,8202,90855889,7,50,46
184,8248,61416095,5,51,51
185,8299,49981034,7,51,51
186,8350,29879035,7,51,51
187,8401,83931747,7,50,50
188,8451,88799598,7,51,50
189,8501,64487484,5,51,51
190,8552,77994949,7,51,49
191,8601,96149688,7,51,47
192,8648,76655616,7,50,47
193,8695,97690466,7,49,49
194,8744,67516757,7,51,50
195,8794,70176259,7,51,51
196,8845,98739586,7,50,46
197,8891,05275765,7,51,49
198,8940,42485623,7,47,46
199,8986,33301654,7,51,47
200,9033,50697701,7,51,49
201,9082,48476092,7,51,47
202,9129,39644769,7,51,49
203,9178,82856272,7,51,46
204,9224,50679954,7,51,47
205,9271,54738085,6,51,49
206,9320,74549846,7,48,47
207,9367,69662627,7,51,48
208,9415,17151062,6,51,46
209,9461,78939576,7,51,47
210,9508,68197250,5,49,45
211,9553,40661057,7,51,50
212,9603,89064281,7,51,47
213,9650,34847588,5,51,51
214,9701,71454989,7,51,49
215,9750,32646198,7,51,48
216,9798,42817086,7,51,50
217,9848,88255472,7,51,51
218,9899,82109192,6,50,50
219,9949,89778869,7,50,50
220,9999,84981644,7,45,
