levelId,nbSentries,nbTrees,totalEnergy,heightGap,maxJump,codeST
178,3,15,35,0,27,48025167
179,2,21,38,0,30,56972953
180,3,18,38,0,30,64160884
181,2,12,29,0,21,37845891
182,5,22,48,0,40,88765172
183,1,17,31,0,23,07651631
184,1,16,30,0,22,65675799
185,5,26,52,0,44,93086748
186,2,17,34,0,26,18945274
187,3,29,49,0,41,93445012
188,2,23,40,0,32,65498447
189,3,24,44,0,36,28735037
190,4,16,39,1,27,03271166
191,3,13,33,0,25,68092281
192,3,21,41,0,33,16078163
193,2,17,34,0,26,47714471
194,2,20,37,0,29,99362048
195,3,24,44,0,36,19266776
196,4,24,47,0,39,59785957
197,4,21,44,0,36,65968372
198,3,31,51,1,39,81781958
199,4,24,47,0,39,00964887
200,1,23,37,0,29,85076349
201,5,25,51,0,43,98459723
202,2,29,46,1,34,71726965
203,3,19,39,0,31,48526137
204,3,22,42,0,34,98676767
205,2,12,29,0,21,91852058
206,5,20,46,1,34,92896748
207,1,26,40,0,32,98296380
208,6,21,50,1,38,57334795
209,1,11,25,1,13,33558725
210,2,20,37,1,25,28978875
211,3,30,50,1,38,92681647
212,3,23,43,0,35,34766886
213,4,26,49,0,41,81547765
214,4,13,36,0,28,69480644
215,4,27,50,1,38,28687477
216,3,32,52,0,44,48028888
217,2,26,43,0,35,39648930
218,3,30,50,0,42,86447208
219,2,30,47,0,39,99678255
220,4,29,52,1,40,14369443
221,3,31,51,1,39,83391958
222,3,24,44,0,36,57597513
223,2,21,38,0,30,44677615
224,2,29,46,0,38,57456596
225,3,28,48,0,40,85257467
226,2,24,41,0,33,75698837
227,4,20,43,0,35,69444673
228,1,20,34,0,26,45950716
229,4,19,42,0,34,54974945
230,3,15,35,0,27,53099462
231,2,17,34,0,26,76799664
232,5,23,49,0,41,26595997
233,1,28,42,1,30,09877081
234,1,20,34,0,26,98874545
235,5,27,53,0,45,09829063
236,2,26,43,1,31,09618892
237,3,25,45,0,37,72814583
238,2,16,33,0,25,20064636
239,3,23,43,0,35,37446665
240,3,20,40,0,32,07124736
241,4,24,47,0,39,39419779
242,2,23,40,0,32,54856945
243,3,20,40,0,32,56548184
244,3,15,35,0,27,17552988
245,2,23,40,0,32,71793627
246,4,20,43,0,35,85515826
247,2,16,33,0,25,74826865
248,4,25,48,1,36,01711254
249,4,17,40,0,32,37038628
250,2,19,36,0,28,84836901
251,3,22,42,0,34,86684580
252,1,20,34,0,26,64264498
253,5,15,41,0,33,55079410
254,5,25,51,0,43,98970049
255,1,24,38,0,30,06864565
256,3,26,46,0,38,44658766
257,2,26,43,0,35,55945494
258,3,18,38,0,30,41797774
259,2,10,27,0,19,46247422
260,5,22,48,0,40,39778865
261,1,25,39,0,31,92970907
262,3,30,50,1,38,31877105
263,2,19,36,0,28,84979364
264,2,19,36,0,28,43281044
265,3,25,45,0,37,86747475
266,1,11,25,0,17,26199583
267,5,28,54,0,46,21622814
268,1,13,27,0,19,97709346
269,6,29,58,0,50,95426941
270,3,16,36,1,24,94040581
271,2,21,38,0,30,93908966
272,4,24,47,1,35,89319746
273,1,17,31,0,23,43508976
274,5,21,47,0,39,78886059
275,4,27,50,0,42,74875757
276,2,12,29,0,21,21686568
277,3,18,38,0,30,87556076
278,2,18,35,0,27,22740064
279,3,14,34,0,26,66777994
280,2,21,38,0,30,49841782
281,3,20,40,1,28,42067524
282,5,30,56,0,48,89762683
283,4,24,47,0,39,86035280
284,4,17,40,1,28,28867866
285,1,23,37,0,29,72487397
286,3,18,38,0,30,70575649
287,2,18,35,0,27,99566767
288,3,15,35,0,27,09678981
289,2,24,41,1,29,81727452
290,1,21,35,1,23,01447908
291,5,19,45,0,37,55348418
292,2,14,31,0,23,71968546
293,3,17,37,0,29,47567544
294,3,30,50,0,42,03379774
295,2,28,45,0,37,22669784
296,5,28,54,0,46,69823337
297,1,17,31,0,23,87726753
298,7,19,51,0,43,53476943
299,1,12,26,1,14,64543114
300,4,23,46,1,34,42384717
301,3,23,43,0,35,34695816
302,3,21,41,0,33,64656793
303,2,26,43,0,35,35709486
304,2,17,34,0,26,88889448
305,3,23,43,0,35,89248617
306,2,19,36,0,28,79775276
307,4,15,38,0,30,86448155
308,2,20,37,0,29,05229436
309,4,25,48,0,40,52099960
310,3,24,44,0,36,61905745
311,2,17,34,1,22,44814539
312,4,22,45,0,37,95065874
313,1,23,37,0,29,62273227
314,1,19,33,1,21,05546356
315,6,15,44,1,32,06174034
316,2,14,31,0,23,90862665
317,3,19,39,1,27,25508427
318,2,19,36,0,28,74665863
319,3,27,47,0,39,69820216
320,1,23,37,0,29,71378655
321,7,21,53,0,45,92348107
322,2,24,41,0,33,74099099
323,3,19,39,0,31,65486124
324,3,16,36,0,28,42525786
325,2,22,39,1,27,54470344
326,6,25,54,1,42,54464476
327,1,20,34,0,26,72965504
328,5,28,54,0,46,47650633
329,1,20,34,1,22,87198094
330,2,22,39,0,31,74164546
331,3,13,33,0,25,88687645
332,1,26,40,0,32,42281874
333,4,23,46,0,38,93608287
334,4,22,45,0,37,29598074
335,7,21,53,0,45,61440960
336,3,28,48,0,40,83246440
337,2,20,37,0,29,95266514
338,3,24,44,0,36,90838647
339,2,17,34,0,26,32715474
340,8,24,59,0,51,90958964
341,1,28,42,0,34,65872788
342,3,25,45,0,37,76891889
343,2,15,32,0,24,09768648
344,2,23,40,1,28,85755751
345,3,28,48,0,40,67464959
346,1,29,43,1,31,81019194
347,6,16,45,0,37,65499462
348,1,31,45,0,37,66718592
349,5,18,44,0,36,53377707
350,3,20,40,0,32,50740810
351,2,29,46,0,38,45422472
352,4,20,43,0,35,64145688
353,1,25,39,0,31,95574461
354,4,28,51,0,43,27482240
355,4,21,44,1,32,95662765
356,2,19,36,0,28,58293985
357,3,19,39,0,31,44985478
358,2,17,34,0,26,75252809
359,3,23,43,0,35,46077508
360,3,19,39,0,31,54777313
361,4,30,53,0,45,64983104
362,2,29,46,0,38,75624884
363,3,17,37,0,29,25488064
364,3,23,43,0,35,90488047
365,2,26,43,0,35,18654930
366,4,23,46,1,34,72095535
367,2,32,49,0,41,43540551
368,4,15,38,0,30,50466448
369,1,15,29,0,21,66474945
370,2,24,41,0,33,58494841
371,3,16,36,0,28,81448726
372,1,27,41,0,33,69459725
373,7,19,51,0,43,89664975
374,6,17,46,0,38,68490628
375,1,23,37,0,29,42545683
376,3,19,39,0,31,71305412
377,2,17,34,0,26,76454928
378,3,22,42,0,34,95877915
379,2,13,30,0,22,75237575
380,3,15,35,0,27,18797116
381,2,31,48,0,40,98795541
382,6,27,56,0,48,33663121
383,1,18,32,1,20,27521285
384,1,22,36,0,28,72997226
385,8,24,59,0,51,63344288
386,2,16,33,0,25,89644479
387,3,11,31,0,23,38888476
388,2,16,33,1,21,06396628
389,3,23,43,0,35,87980599
390,4,25,48,0,40,90597087
391,2,20,37,1,25,68855538
392,3,25,45,1,33,96271763
393,2,32,49,0,41,65428328
394,2,20,37,0,29,73464697
395,3,23,43,1,31,66526446
396,3,16,36,0,28,59145076
397,4,17,40,0,32,48621974
398,5,27,53,0,45,82207787
399,4,18,41,0,33,93288616
400,2,20,37,1,25,98198552
401,4,20,43,0,35,41852465
402,2,17,34,0,26,83778425
403,3,15,35,0,27,13492684
404,3,20,40,0,32,51345425
405,2,25,42,0,34,62187879
406,4,22,45,0,37,25259244
407,3,17,37,0,29,79931183
408,4,25,48,0,40,13604592
409,7,16,48,0,40,57770476
410,2,17,34,0,26,57176096
411,3,23,43,0,35,43557695
412,1,26,40,1,28,82897777
413,5,19,45,0,37,79559455
414,5,23,49,0,41,29976936
415,1,17,31,0,23,79658316
416,3,28,48,1,36,99508761
417,2,12,29,0,21,50196706
418,3,14,34,0,26,89355564
419,2,22,39,0,31,27870365
420,5,17,43,0,35,84676579
421,1,25,39,0,31,73469535
422,3,30,50,0,42,68262424
423,2,22,39,0,31,53667119
424,2,23,40,0,32,70525385
425,3,24,44,0,36,94598959
426,1,26,40,0,32,97760297
427,5,15,41,0,33,59496980
428,1,21,35,0,27,74833688
429,7,25,57,1,45,31080937
430,3,21,41,0,33,95579883
431,2,23,40,0,32,52711345
432,4,23,46,0,38,67799235
433,4,16,39,2,23,85785649
434,2,26,43,0,35,65913825
435,4,24,47,0,39,87147643
436,2,14,31,0,23,69517324
437,3,29,49,0,41,62466744
438,2,11,28,0,20,82565555
439,3,25,45,0,37,14582825
440,1,17,31,1,19,40702989
441,5,12,38,0,30,47987732
442,2,21,38,0,30,15687207
443,3,25,45,0,37,19259365
444,3,17,37,0,29,02846477
445,2,25,42,0,34,58879147
446,5,22,48,0,40,24545148
447,1,25,39,0,31,69188267
448,1,29,43,0,35,88941050
449,1,30,44,0,36,95075850
450,2,22,39,0,31,65043385
451,3,25,45,0,37,56664574
452,5,24,50,1,38,78415783
453,4,19,42,0,34,80014676
454,4,19,42,0,34,91562219
455,1,20,34,0,26,37556126
456,3,19,39,1,27,98872486
457,2,21,38,1,26,78774628
458,3,21,41,0,33,69586780
459,2,19,36,0,28,69884342
460,4,21,44,0,36,58549768
461,2,25,42,1,30,66377267
462,3,20,40,0,32,22777976
463,2,17,34,0,26,04274266
464,2,22,39,0,31,56609801
465,3,32,52,0,44,35866911
466,3,22,42,0,34,76658841
467,4,18,41,0,33,71729561
468,4,25,48,0,40,37747587
469,4,31,54,0,46,48451743
470,3,20,40,0,32,94849391
471,2,32,49,0,41,45608736
472,5,19,45,0,37,66267546
473,1,25,39,0,31,79596777
474,1,25,39,0,31,90605428
475,5,26,52,0,44,30743602
476,2,28,45,0,37,07846457
477,3,17,37,0,29,79707507
478,2,21,38,0,30,31841695
479,3,25,45,0,37,74164466
480,2,23,40,0,32,25199474
481,3,26,46,0,38,48746767
482,1,20,34,1,22,66045993
483,5,30,56,0,48,93838973
484,5,23,49,0,41,54994932
485,1,18,32,0,24,45486887
486,3,28,48,0,40,37278886
487,2,27,44,0,36,78015132
488,3,20,40,0,32,60967455
489,2,29,46,0,38,66368310
490,3,11,31,0,23,89468192
491,4,29,52,0,44,36996947
492,2,22,39,1,27,93250504
493,3,20,40,0,32,64015494
494,3,16,36,0,28,18691456
495,2,20,37,0,29,84645259
496,4,12,35,0,27,82587915
497,2,19,36,1,24,68690104
498,4,25,48,0,40,67165789
499,4,19,42,0,34,84559763
500,6,20,49,0,41,82637744
501,1,27,41,0,33,60664655
502,3,14,34,1,22,74989956
503,2,11,28,0,20,19900877
504,2,30,47,1,35,66602758
505,3,21,41,0,33,34470505
506,1,21,35,0,27,49970513
507,7,20,52,0,44,61743526
508,1,27,41,0,33,25654495
509,5,21,47,0,39,14688462
510,3,22,42,1,30,02696479
511,2,17,34,0,26,41563422
512,4,25,48,1,36,74165568
513,7,17,49,0,41,82152676
514,1,27,41,0,33,56507446
515,4,17,40,0,32,24518554
516,2,23,40,0,32,11842058
517,3,26,46,0,38,09046189
518,2,16,33,0,25,56857824
519,3,22,42,0,34,27744921
520,2,21,38,1,26,81196933
521,4,11,34,0,26,91743755
522,2,28,45,1,33,58772998
523,3,22,42,0,34,17569749
524,3,15,35,1,23,57244645
525,2,19,36,0,28,55589547
526,4,24,47,1,35,95891482
527,3,28,48,0,40,73398827
528,4,25,48,0,40,09791792
529,4,28,51,0,43,46406179
530,2,25,42,0,34,91765224
531,3,24,44,0,36,84642429
532,1,16,30,0,22,04599852
533,6,21,50,1,38,64086685
534,4,11,34,0,26,75504257
535,1,24,38,0,30,24959847
536,3,16,36,1,24,24585740
537,2,17,34,0,26,19155294
538,3,23,43,0,35,37762154
539,2,13,30,0,22,90731243
540,4,16,39,0,31,97850519
541,2,23,40,0,32,67508856
542,3,14,34,0,26,83842731
543,2,20,37,0,29,45961545
544,2,26,43,1,31,98556634
545,3,15,35,0,27,34666638
546,3,21,41,0,33,33972766
547,4,25,48,0,40,44847744
548,5,17,43,0,35,44639474
549,4,24,47,0,39,59866434
550,3,11,31,0,23,94886207
551,2,18,35,0,27,47688974
552,6,17,46,0,38,55218068
553,1,16,30,0,22,74575044
554,1,17,31,0,23,24426718
555,7,19,51,1,39,27539305
556,2,20,37,0,29,45411745
557,3,16,36,0,28,44391945
558,2,26,43,0,35,06857476
559,3,18,38,0,30,95703956
560,1,14,28,0,20,05389414
561,6,21,50,0,42,27235983
562,2,28,45,0,37,03277576
563,3,23,43,0,35,38358248
564,3,17,37,0,29,85545906
565,2,13,30,0,22,17357896
566,8,22,57,0,49,83057319
567,1,26,40,0,32,75707487
568,5,24,50,0,42,71799605
569,1,22,36,0,28,51414966
570,2,26,43,1,31,86043799
571,3,23,43,0,35,58116162
572,4,18,41,0,33,22856496
573,4,30,53,0,45,23815545
574,4,13,36,0,28,29772642
575,5,17,43,1,31,78557369
576,3,19,39,0,31,46498401
577,2,18,35,0,27,50237698
578,3,15,35,0,27,76900223
579,2,15,32,0,24,29269109
580,3,18,38,0,30,25053328
581,2,21,38,0,30,71795088
582,4,15,38,0,30,86964584
583,4,25,48,1,36,46628498
584,4,29,52,0,44,65177095
585,4,23,46,0,38,94509696
586,2,16,33,1,21,47525929
587,3,24,44,1,32,26306845
588,2,32,49,0,41,77587285
589,3,24,44,0,36,66951958
590,7,14,46,0,38,28456478
591,1,22,36,0,28,75921080
592,3,20,40,0,32,86149794
593,2,16,33,0,25,07775194
594,2,18,35,0,27,56675968
595,3,25,45,0,37,99586590
596,1,24,38,0,30,87667295
597,6,27,56,1,44,44946059
598,1,23,37,0,29,47560985
599,5,22,48,0,40,66653157
600,3,29,49,0,41,47826138
601,4,10,33,0,25,47584415
602,2,28,45,0,37,77479591
603,3,12,32,0,24,62717786
604,3,19,39,1,27,68507709
605,2,23,40,0,32,99578366
606,4,18,41,0,33,66979095
607,4,27,50,0,42,11598910
608,4,21,44,0,36,59877928
609,3,16,36,1,24,57685677
610,2,20,37,0,29,55008359
611,3,25,45,0,37,44584192
612,1,19,33,1,21,86534271
613,6,30,59,0,51,72996705
614,7,16,48,0,40,76257642
615,1,23,37,0,29,74849679
616,3,31,51,0,43,49689584
617,2,22,39,1,27,72756465
618,3,15,35,0,27,74943957
619,2,19,36,0,28,67569419
620,6,29,58,0,50,48879833
621,1,22,36,0,28,47832335
622,3,25,45,0,37,51426026
623,2,25,42,1,30,89199494
624,2,10,27,0,19,85128497
625,3,25,45,0,37,07157451
626,1,15,29,0,21,72513682
627,1,24,38,0,30,64853679
628,1,17,31,0,23,30145825
629,5,25,51,0,43,59825393
630,3,17,37,0,29,81582842
631,2,16,33,0,25,43896696
632,4,12,35,0,27,42336699
633,3,24,44,0,36,38879559
634,2,20,37,0,29,92482276
635,4,26,49,0,41,96064865
636,2,11,28,0,20,37928564
637,3,28,48,0,40,75960864
638,2,22,39,0,31,67380179
639,3,16,36,0,28,37477459
640,1,14,28,1,16,18287664
641,6,13,42,0,34,98927056
642,2,18,35,0,27,83870455
643,3,17,37,0,29,40314765
644,3,18,38,0,30,69098714
645,2,14,31,1,19,69916958
646,7,21,53,0,45,90137422
647,1,23,37,0,29,18547987
648,5,17,43,0,35,05378914
649,1,18,32,1,20,17486866
650,2,21,38,0,30,63994604
651,3,18,38,0,30,89657833
652,3,14,34,0,26,91938668
653,4,27,50,1,38,97479387
654,4,25,48,0,40,99675962
655,2,21,38,0,30,78976275
656,3,32,52,0,44,85874470
657,2,21,38,1,26,99659593
658,3,24,44,0,36,59740540
659,2,15,32,0,24,98378718
660,4,23,46,0,38,95679968
661,1,13,27,0,19,61089974
662,3,23,43,0,35,67985694
663,2,14,31,1,19,84867691
664,2,25,42,0,34,28394646
665,3,27,47,0,39,86787671
666,5,16,42,0,34,33859656
667,4,27,50,0,42,68938257
668,3,17,37,0,29,12902726
669,4,22,45,0,37,65348219
670,3,26,46,0,38,86577855
671,2,26,43,0,35,94156779
672,6,26,55,0,47,75738818
673,1,21,35,0,27,00449549
674,1,18,32,0,24,67642565
675,8,17,52,0,44,51864597
676,2,27,44,0,36,97429935
677,3,22,42,0,34,48247459
678,2,13,30,1,18,98145295
679,3,23,43,1,31,87396669
680,2,30,47,0,39,67957977
681,3,15,35,0,27,72928597
682,1,31,45,0,37,39175078
683,7,13,45,0,37,34434997
684,6,28,57,0,49,72500186
685,1,22,36,0,28,64630454
686,3,28,48,0,40,40960157
687,2,23,40,0,32,45559740
688,3,17,37,1,25,45929985
689,2,20,37,0,29,68297872
690,5,15,41,0,33,11274781
691,4,14,37,0,29,36580706
692,2,15,32,0,24,55541489
693,3,16,36,0,28,46986265
694,3,16,36,0,28,34289749
695,2,18,35,0,27,84898748
696,4,19,42,0,34,47878892
697,1,23,37,0,29,46954067
698,4,22,45,0,37,69295047
699,2,17,34,0,26,81792767
700,5,29,55,0,47,86873611
701,1,23,37,0,29,91674404
702,3,20,40,0,32,14350862
703,2,26,43,0,35,84697929
704,2,24,41,0,33,97986568
705,3,27,47,0,39,56196749
706,1,28,42,0,34,12801049
707,5,21,47,0,39,95774093
708,1,17,31,0,23,30055754
709,8,17,52,0,44,97288276
710,3,20,40,0,32,75694536
711,2,17,34,1,22,99741848
712,4,17,40,0,32,19979920
713,3,22,42,0,34,88468345
714,2,26,43,0,35,94587276
715,4,13,36,0,28,84767879
716,2,29,46,0,38,82856889
717,3,13,33,0,25,60519441
718,2,20,37,0,29,06092762
719,3,15,35,0,27,29691986
720,1,19,33,0,25,04484956
721,4,16,39,0,31,88544948
722,2,12,29,0,21,99961253
723,3,22,42,1,30,40765258
724,3,20,40,0,32,74585747
725,2,18,35,1,23,15856967
726,4,28,51,0,43,45989693
727,8,24,59,0,51,84328992
728,4,16,39,1,27,57942602
729,3,11,31,0,23,79617485
730,2,12,29,0,21,77423292
731,3,25,45,0,37,64427677
732,1,14,28,1,16,66466842
733,5,14,40,0,32,56585261
734,5,21,47,0,39,48232232
735,1,11,25,0,17,76218519
736,3,22,42,1,30,65649266
737,2,11,28,0,20,27873664
738,3,12,32,0,24,93857765
739,2,29,46,0,38,32404984
740,4,21,44,0,36,45464037
741,3,26,46,0,38,14856047
742,3,22,42,0,34,00487785
743,2,28,45,0,37,00885372
744,2,13,30,0,22,39565779
745,3,17,37,0,29,25677845
746,4,23,46,0,38,26857661
747,4,27,50,0,42,80535283
748,3,22,42,0,34,18540867
749,4,25,48,0,40,68945859
750,3,18,38,0,30,58968417
751,2,19,36,0,28,56600276
752,5,19,45,0,37,54126947
753,1,13,27,0,19,55078865
754,1,11,25,0,17,54958547
755,5,24,50,0,42,03354816
756,2,30,47,2,31,83784512
757,3,25,45,0,37,79506406
758,2,18,35,0,27,30504389
759,3,31,51,0,43,56576362
760,1,28,42,0,34,07578985
761,5,23,49,0,41,48558755
762,2,28,45,1,33,39496749
763,3,25,45,0,37,30818861
764,3,27,47,0,39,59687277
765,2,16,33,2,17,89669976
766,5,24,50,0,42,75038982
767,1,17,31,0,23,77004694
768,7,27,59,0,51,68894967
769,1,15,29,0,21,26867462
770,2,23,40,0,32,65647484
771,3,13,33,0,25,54475423
772,3,22,42,0,34,25849177
773,4,30,53,0,45,40298688
774,4,16,39,0,31,58228597
775,2,22,39,0,31,39655817
776,3,23,43,0,35,46407057
777,2,20,37,0,29,67691706
778,3,12,32,0,24,13729350
779,2,18,35,1,23,74277766
780,3,31,51,0,43,06494780
781,2,11,28,0,20,54492335
782,4,24,47,0,39,95695767
783,2,22,39,0,31,56465883
784,3,18,38,0,30,44759212
785,4,12,35,1,23,27244735
786,2,22,39,0,31,91975379
787,3,15,35,0,27,58045771
788,2,19,36,0,28,96889336
789,3,21,41,0,33,83099760
790,5,16,42,1,30,82437847
791,1,29,43,1,31,57865885
792,3,22,42,1,30,79164536
793,2,30,47,0,39,99676287
794,2,24,41,0,33,46648958
795,3,16,36,0,28,09776451
796,1,22,36,0,28,91638895
797,5,17,43,1,31,84577868
798,1,17,31,0,23,78719419
799,6,18,47,0,39,75564996
800,2,16,33,0,25,66365452
801,3,23,43,0,35,19995148
802,1,22,36,0,28,30948985
803,6,15,44,0,36,10468866
804,8,16,51,0,43,66804857
805,1,12,26,0,18,76423681
806,3,18,38,0,30,79821667
807,2,19,36,0,28,64880480
808,3,26,46,0,38,07855664
809,2,16,33,1,21,08779289
810,3,26,46,0,38,75238551
811,4,11,34,0,26,89800839
812,2,16,33,0,25,69759671
813,3,26,46,0,38,16274986
814,3,21,41,0,33,99875960
815,2,18,35,0,27,04537506
816,4,17,40,0,32,44479640
817,2,19,36,0,28,43555059
818,4,13,36,0,28,99945383
819,1,23,37,0,29,16208408
820,3,18,38,0,30,39444544
821,2,17,34,0,26,96845445
822,4,18,41,0,33,76382948
823,1,24,38,0,30,88671626
824,4,21,44,0,36,98653227
825,4,13,36,0,28,68085643
826,2,22,39,0,31,69399164
827,3,20,40,0,32,46005345
828,2,21,38,0,30,30871885
829,3,28,48,1,36,50679898
830,6,16,45,0,37,16690731
831,1,31,45,0,37,00909692
832,3,20,40,0,32,55836293
833,2,29,46,0,38,00054086
834,2,26,43,0,35,50858909
835,3,12,32,0,24,02486334
836,1,30,44,0,36,20854964
837,7,14,46,0,38,32898549
838,1,15,29,0,21,74144843
839,5,17,43,0,35,73375788
840,2,10,27,0,19,66631760
841,3,24,44,0,36,43741427
842,1,22,36,0,28,77687985
843,4,14,37,0,29,79418976
844,4,24,47,0,39,46717877
845,8,24,59,0,51,76690341
846,3,17,37,0,29,53766144
847,2,21,38,0,30,97424858
848,3,20,40,1,28,10460838
849,2,23,40,0,32,78032984
850,1,23,37,0,29,05866777
851,6,23,52,0,44,87940125
852,2,20,37,1,25,04082644
853,3,22,42,0,34,79319656
854,3,16,36,0,28,56724907
855,2,26,43,0,35,76599904
856,3,28,48,0,40,74416896
857,1,26,40,0,32,68539979
858,5,24,50,0,42,49538947
859,1,30,44,0,36,75958551
860,3,22,42,1,30,98282693
861,2,22,39,0,31,86465705
862,6,28,57,0,49,64471879
863,1,22,36,0,28,21722978
864,1,27,41,0,33,46879347
865,7,27,59,1,47,75815552
866,2,11,28,1,16,86955646
867,3,20,40,0,32,44564392
868,2,20,37,0,29,26781694
869,3,25,45,0,37,98570058
