step,levelId,codeST,secondarySentries,maxJump,jumpToNext
147,6428,26932536,7,51,51
148,6479,47794228,7,51,45
149,6524,98211765,7,51,47
150,6571,87129718,7,51,50
151,6621,79607947,7,50,49
152,6670,47555257,7,47,46
153,6716,97781667,6,47,47
154,6763,85975366,7,51,45
155,6808,86412589,7,51,51
156,6859,98742208,6,47,47
157,6906,45769734,7,51,47
158,6953,09435482,6,51,50
159,7003,87648984,6,51,49
160,7052,76884887,6,49,42
161,7094,93114146,6,49,47
162,7141,95866191,6,51,51
163,7192,86374565,7,51,51
164,7243,63205029,7,51,44
165,7287,56656043,6,51,51
166,7338,61628516,7,51,48
167,7386,80965929,7,51,49
168,7435,96600189,7,50,48
169,7483,95475115,6,49,45
170,7528,39981550,7,51,43
171,7571,63044947,6,50,47
172,7618,27876737,6,51,50
173,7668,97941871,7,51,47
174,7715,06260967,7,48,48
175,7763,07973198,7,51,50
176,7813,38637066,7,51,51
177,7864,33286368,7,51,48
178,7912,48574556,6,51,48
179,7960,83879478,6,51,48
180,8008,77553371,5,51,48
181,8056,88496578,7,51,46
182,8102,36574530,7,51,51
183,8153,87862779,7,51,49
184,8202,90855889,7,50,46
185,8248,61416095,5,51,51
186,8299,49981034,7,51,51
187,8350,29879035,7,51,51
188,8401,83931747,7,50,50
189,8451,88799598,7,51,50
190,8501,64487484,5,51,51
191,8552,77994949,7,51,49
192,8601,96149688,7,51,47
193,8648,76655616,7,50,47
194,8695,97690466,7,49,49
195,8744,67516757,7,51,50
196,8794,70176259,7,51,51
197,8845,98739586,7,50,46
198,8891,05275765,7,51,49
199,8940,42485623,7,47,46
200,8986,33301654,7,51,47
201,9033,50697701,7,51,49
202,9082,48476092,7,51,47
203,9129,39644769,7,51,49
204,9178,82856272,7,51,46
205,9224,50679954,7,51,47
206,9271,54738085,6,51,49
207,9320,74549846,7,48,47
208,9367,69662627,7,51,48
209,9415,17151062,6,51,46
210,9461,78939576,7,51,47
211,9508,68197250,5,49,45
212,9553,40661057,7,51,50
213,9603,89064281,7,51,47
214,9650,34847588,5,51,51
215,9701,71454989,7,51,49
216,9750,32646198,7,51,48
217,9798,42817086,7,51,50
218,9848,88255472,7,51,51
219,9899,82109192,6,50,50
220,9949,89778869,7,50,50
221,9999,84981644,7,45,
